"ID","Type","Name","Documentation","Source","Target","Specialization"
"id-e3b61bd5665445b1966c0599a64ef147","AssociationRelationship","","","id-4febc7718d26438d8195b294bb9cc657","id-57a27ede65af467fb649d785fdfd423a",""
"id-e2830a64d5f94cd2b66e5eda2cb4eb0b","AssociationRelationship","","","id-2f2023b3a8a8421b9f78e32f90fa1d5e","id-4febc7718d26438d8195b294bb9cc657",""
"id-e3f1c428b844463da4824232ed2df293","AssociationRelationship","","","id-041ca97f132e49588fd327fdc4a5a66b","id-aed00a80591840b7b4cc1812fbba5f58",""
"id-3e63999385ff4e459253d543bf38a6d9","AssociationRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-7fed3c362f8f4bb1a69caa72abebe16f",""
"id-e75685f9302d4a34ae237d44aba7c7f4","AssociationRelationship","","","id-2c308c3a2b104d049bf0844825b5ef69","id-041ca97f132e49588fd327fdc4a5a66b",""
"id-08e257e501b34d68b588161e88c90216","AssociationRelationship","","","id-35af5eec23b24621895ee35e2ec67aff","id-2ca7ea6f83fd43859cc46717f0e3fb02",""
"id-96d23965d7e942338277dce6ae389c61","AssociationRelationship","","","id-46b9a53daac745389fd59b34c8e89eb9","id-2ca7ea6f83fd43859cc46717f0e3fb02",""
"id-901420873db040a6bfb68a6e1f86ded4","CompositionRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-03fbec9ec7094cea9e8bf301bd12c8d8",""
"id-fda7ccca870844efb956d4d3ea9a312d","CompositionRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-75b3cec58149416299dcba9621c14d48",""
"id-2a82117605cb4c199d224026994234ab","CompositionRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-3a6ff58709134a4095398c806c78d2f9",""
"id-66c2a0aea45d4e76adf12f5b447af281","CompositionRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-f1a6d37059bc43bfaff2d9a4a9ef682b",""
"id-52bd7f1fa9934eacaf105b06b447cc10","CompositionRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-44de40c5c07a4476bfc0072bd1b6c058",""
"id-7590abc6bbc94f07a9800451f027676f","CompositionRelationship","","","id-2ca7ea6f83fd43859cc46717f0e3fb02","id-cf114f25a0c74682ad8d78ae02ae36fa",""
"id-4d2ac7044dc0497ca41500fd0eb15554","CompositionRelationship","","","id-2ca7ea6f83fd43859cc46717f0e3fb02","id-9d3349f7368d4009b5f3a0bcc18eaecd",""
"id-a7fd8f4378bf4e51b6a364ce2fed7c5a","CompositionRelationship","","","id-cf114f25a0c74682ad8d78ae02ae36fa","id-e484764cd558446784dbbc41f49aa6ff",""
"id-0530f41eb14447369faad60629c7b9a0","FlowRelationship","","","id-f6996ffa659e4d529f8795237ec8e309","id-7fed3c362f8f4bb1a69caa72abebe16f",""
"id-fab7da7829404e93892758794cad89ab","FlowRelationship","","","id-7fed3c362f8f4bb1a69caa72abebe16f","id-03fbec9ec7094cea9e8bf301bd12c8d8",""
"id-b3dc1471ffea47c6b2599e5bd7d8a891","FlowRelationship","","","id-f6996ffa659e4d529f8795237ec8e309","id-8862f9659d254bd9a6d83ff5e40205e0",""
"id-6d4cd8673b9d44f59f38b9d4b397e091","FlowRelationship","","","id-f6996ffa659e4d529f8795237ec8e309","id-03fbec9ec7094cea9e8bf301bd12c8d8",""
"id-2d2868756c844658ba9d970334784c1b","FlowRelationship","","","id-03fbec9ec7094cea9e8bf301bd12c8d8","id-75b3cec58149416299dcba9621c14d48",""
"id-b9ee37b20c6b412b93a1b61edfae49b1","FlowRelationship","","","id-75b3cec58149416299dcba9621c14d48","id-3a6ff58709134a4095398c806c78d2f9",""
"id-1bde945cf97b4b4897b0921d19a0f5a3","FlowRelationship","","","id-3a6ff58709134a4095398c806c78d2f9","id-f1a6d37059bc43bfaff2d9a4a9ef682b",""
"id-f7f0e281fad6499ca8c4f8feaf6b9fc3","FlowRelationship","","","id-f1a6d37059bc43bfaff2d9a4a9ef682b","id-44de40c5c07a4476bfc0072bd1b6c058",""
"id-cae80b798aac467f8244784de22262e7","FlowRelationship","","","id-44de40c5c07a4476bfc0072bd1b6c058","id-65d14665000640f0a4d85ca2a98caaa5",""
"id-53f69f6cdb644bf4a944abd0a347e4cc","FlowRelationship","","","id-8b4052f6dfec43eea0d6ce1942e1ab30","id-1089e186dfc44654be4a77f4de6c28ab",""
"id-9c566ce7a4b64ff89a31c8a037e34e5f","RealizationRelationship","","","id-9281bb252c5943f08673cae3812b3a79","id-b92e30012b1c4961961eeab5aaedc6c3",""
"id-83557bca94994f75974866b9b179fda4","RealizationRelationship","","","id-532e5b81bb624a09bf7c4cca383765c6","id-b92e30012b1c4961961eeab5aaedc6c3",""
"id-72820d7774d542f89748683b137874f4","RealizationRelationship","","","id-3f0958a5751642e08b94892bdb35e157","id-b92e30012b1c4961961eeab5aaedc6c3",""
"id-6270bd6d6ee844b58644c2e572895dcc","RealizationRelationship","","","id-aaa93dee298a448eb4a5d6f65e3285a6","id-31ea6e04da8041b48fae4d7f98f6eca2",""
"id-0f9f2c0db4c54da3b97b15a047b1379e","RealizationRelationship","","","id-6f14064c97e24697b602706ae200e4ff","id-31ea6e04da8041b48fae4d7f98f6eca2",""
"id-5353eeb28e16465e9afacbb8a4aa4a6d","RealizationRelationship","","","id-4c62cbab028c48b499489e40d626767e","id-66822213a5244ec0b41a49edf4486cd8",""
"id-d84fcc31a6a24d1d959bd2b99dffb03c","RealizationRelationship","","","id-5da994fed08943c5af93487dc270dc35","id-66822213a5244ec0b41a49edf4486cd8",""
"id-ec9a9c85d1594010aaee7a4a50b0f98f","RealizationRelationship","","","id-6f14064c97e24697b602706ae200e4ff","id-b92e30012b1c4961961eeab5aaedc6c3",""
"id-0a11554750b94fa4b07ca12751dd3caf","RealizationRelationship","","","id-6f14064c97e24697b602706ae200e4ff","id-66822213a5244ec0b41a49edf4486cd8",""
"id-6ebe4a0e583d4e0cbb8acdb02f0df376","RealizationRelationship","","","id-8862f9659d254bd9a6d83ff5e40205e0","id-aed00a80591840b7b4cc1812fbba5f58",""
"id-563faebfdf3544a3ba144d7ae173d53c","ServingRelationship","","","id-d7475e1398b0407d8f8d153b3321d0cb","id-c738d1080f2b4a08ba63851ea45d6b96",""
