"ID","Type","Name","Documentation","Source","Target","Specialization"
"id-b7875d8ac06f4b0ead2935b43202a3bf","AssociationRelationship","","","id-664dd449f6644aa1a740b3b6b149307a","id-f5380127b57541c19403e1400af336d0",""
"id-c425618d96f74581b008baf06cae2485","AssociationRelationship","","","id-59da09b6da874f859f95bddf8f324a34","id-b05d4404092f4655b6156b6b55da876b",""
"id-9b043f192b0f4ca2a0816781c320d5f8","AssociationRelationship","","","id-02aca920f23440b7a2ad60b9322d4801","id-8c3fbcf7a50e49b489a56d1d6f25c5e7",""
"id-7a083426367c4e14805277ef21f5dc73","AssociationRelationship","","","id-ccd081241d67485a9415d29926b077a3","id-4cc1d6c117664606b9a1e8979bdf0a9c",""
"id-184df711f0724b0d8c4979df9a57b6fe","AssociationRelationship","","","id-f5380127b57541c19403e1400af336d0","id-3d4a4cb91971421ba526fd27f7015975",""
"id-30c0d5260486429c9b9d615fde95d682","AssociationRelationship","","","id-b05d4404092f4655b6156b6b55da876b","id-7bda32147fdd4323a1151ed5c15152b4",""
"id-2b45aea60e884284977167ee511dc205","AssociationRelationship","","","id-8c3fbcf7a50e49b489a56d1d6f25c5e7","id-65f8e872cde54152a75cec10639a3dfe",""
"id-86861b9621414971b67773f6fc57c86c","AssociationRelationship","","","id-4cc1d6c117664606b9a1e8979bdf0a9c","id-65f8e872cde54152a75cec10639a3dfe",""
"id-271d4eb64ad84ebe93f30ca2332b8cc0","AssociationRelationship","","","id-3d4a4cb91971421ba526fd27f7015975","id-7253ce2c4c964b08aff809061aa98868",""
"id-9dd3aa49d0ae4cf6b329be86cac9a1ca","AssociationRelationship","","","id-3d4a4cb91971421ba526fd27f7015975","id-1bba207ebcc84841910570a596408606",""
"id-2869cdc0cd1d4afba7dda77e17061f94","AssociationRelationship","","","id-7bda32147fdd4323a1151ed5c15152b4","id-1bba207ebcc84841910570a596408606",""
"id-4508307359654a4e933f4c1eafb61592","AssociationRelationship","","","id-7bda32147fdd4323a1151ed5c15152b4","id-cc4bf288acee4a9c8614e5b9259b6ab3",""
"id-8ad7cd157e0a4f7faf0aa97d662dfde1","AssociationRelationship","","","id-65f8e872cde54152a75cec10639a3dfe","id-407ed7ed6b8e4c198eb424cb763d7a79",""
"id-d560a2618a974f38ab807436c8c444d1","AssociationRelationship","","","id-65f8e872cde54152a75cec10639a3dfe","id-e5c12872d32e43b39e703ecab6587765",""
"id-e92c387ddbc74698b5dc03625a1f3303","AssociationRelationship","","","id-b1434719ccc841c8bd9f596f30986a84","id-c2b06a4eeb51423baa2afd28d3659691",""
"id-747c180768c148349e1f92002db94f9f","AssociationRelationship","","","id-3e1925bfcdad444b99106c43632e6adc","id-7cac5fdd626f4f98a132445ff9dde688",""
"id-695be1920c214a0b9fa1bd335cd40981","CompositionRelationship","","","id-696f99110c334be09e88d98c5c998c93","id-d4a6f675a13b44d68b06481ad719af6a",""
"id-163099c11b8f40e29f6b0fd81f256cc2","CompositionRelationship","","","id-d4a6f675a13b44d68b06481ad719af6a","id-b1434719ccc841c8bd9f596f30986a84",""
"id-cba746f0abb3416eb4db3492c5a9a990","CompositionRelationship","","","id-d4a6f675a13b44d68b06481ad719af6a","id-c2b06a4eeb51423baa2afd28d3659691",""
"id-38a9dece5ff741e78a184ed46d9f108c","CompositionRelationship","","","id-696f99110c334be09e88d98c5c998c93","id-baaafeb44ca64770b78339063a1caeb6",""
"id-4125bf2241f744088b70cab14c5e1108","CompositionRelationship","","","id-696f99110c334be09e88d98c5c998c93","id-d619be40b5864f038f2f323c627d97d2",""
"id-33adbcca16324914835a22ce20215672","CompositionRelationship","","","id-696f99110c334be09e88d98c5c998c93","id-9f6143b8dec14727bb3e470b4f390101",""
"id-94eed40f5ecc4e59af56d7661255b743","CompositionRelationship","","","id-3e1925bfcdad444b99106c43632e6adc","id-2cf35245831e40b4a2bf5919e5dc9596",""
"id-97578cc832a74b31b7651015af382601","CompositionRelationship","","","id-3e1925bfcdad444b99106c43632e6adc","id-9d067f415c3f43ecbca6d6447a05065f",""
"id-f899b35a73a448fb863fe295970d7712","CompositionRelationship","","","id-3e1925bfcdad444b99106c43632e6adc","id-1466fadfd6054217ba784bf9a53b9da3",""
"id-ce832b61dc0d4ff8a86f684ae5a2a829","FlowRelationship","","","id-d4a6f675a13b44d68b06481ad719af6a","id-e8773ac2444b4a1c8106d49113572834",""
"id-0db5da58e8b84a919d167a84ab3e43f1","FlowRelationship","","","id-e8773ac2444b4a1c8106d49113572834","id-baaafeb44ca64770b78339063a1caeb6",""
"id-f02ba40916884b0ca0378ba7f21842bb","FlowRelationship","","","id-baaafeb44ca64770b78339063a1caeb6","id-d619be40b5864f038f2f323c627d97d2",""
"id-8c42e8c355ac4348ad2fe214872054df","RealizationRelationship","","","id-fcd1bc942c9a4ff88d833ce20b9027de","id-eea182ad88754a5b9f48846691e5eb38",""
"id-d6d5c1570e8244cba0f42c27f4f25fcc","ServingRelationship","","","id-be82fe3dedb94b4e979a13ab81d534ff","id-a3b7d2a16b8742f3952b6fab5a644851",""
"id-88e0148d0b514ed1b4e87ff9a10e36a1","SpecializationRelationship","","","id-d619be40b5864f038f2f323c627d97d2","id-9f6143b8dec14727bb3e470b4f390101",""
"id-94580fc1a3e34fab87dee7913197284d","SpecializationRelationship","","","id-9f6143b8dec14727bb3e470b4f390101","id-d619be40b5864f038f2f323c627d97d2",""
"id-6ab94f74c26c4c308d5f09004af5f7d2","TriggeringRelationship","","","id-a3b7d2a16b8742f3952b6fab5a644851","id-e58cb1cc288a4d8d8ad999fefd10225d",""
